"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"21-May-2020","     2537.60","     2553.65","     2515.85","     2545.50","      303599073","         6591.11"
"22-May-2020","     2534.65","     2556.85","     2514.05","     2550.00","      247807135","         6057.32"
"26-May-2020","     2565.90","     2610.00","     2563.90","     2593.75","      335493873","         7466.00"
"27-May-2020","     2604.75","     2640.55","     2581.90","     2634.10","      328090795","         7039.82"
"28-May-2020","     2648.05","     2677.60","     2641.75","     2675.70","      298038960","         6887.06"
"29-May-2020","     2666.50","     2735.85","     2656.15","     2726.90","      510150740","         9558.61"
"01-Jun-2020","     2756.60","     2805.65","     2752.50","     2776.95","      371081158","         8033.33"
"02-Jun-2020","     2793.80","     2801.30","     2766.25","     2788.30","      337145925","         5874.49"
"03-Jun-2020","     2818.60","     2827.60","     2782.55","     2791.70","      332644650","         6205.66"
"04-Jun-2020","     2781.65","     2811.00","     2765.45","     2802.35","      379553021","         7425.32"
"05-Jun-2020","     2822.55","     2884.05","     2817.35","     2879.05","      439169440","         8778.97"
"08-Jun-2020","     2932.15","     2938.25","     2872.10","     2881.45","      402663236","         7793.08"
"09-Jun-2020","     2900.30","     2904.95","     2836.00","     2844.70","      281013788","         5911.04"
"10-Jun-2020","     2852.55","     2865.40","     2836.10","     2849.00","      233915139","         5272.48"
"11-Jun-2020","     2846.80","     2861.30","     2784.85","     2790.85","      239854557","         4999.64"
"12-Jun-2020","     2690.00","     2827.10","     2690.00","     2819.75","      288405665","         6980.74"
"15-Jun-2020","     2808.40","     2812.35","     2755.05","     2780.20","      301074160","         8459.49"
"16-Jun-2020","     2832.20","     2845.30","     2759.30","     2797.20","      356800489","         9189.68"
"17-Jun-2020","     2787.95","     2817.50","     2776.55","     2788.30","      247601020","         6742.84"
