"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"03-Feb-2020","    16746.80","    16907.10","    16698.20","    16798.70","      428866191","        15060.54"
"04-Feb-2020","    16906.90","    17212.75","    16904.05","    17202.25","      399083673","        13995.05"
"05-Feb-2020","    17214.75","    17389.55","    17139.85","    17372.70","      553348334","        14312.73"
"06-Feb-2020","    17395.45","    17567.70","    17376.00","    17511.75","      494420402","        17153.43"
"07-Feb-2020","    17544.25","    17549.55","    17437.80","    17484.60","      360023997","        10550.95"
"10-Feb-2020","    17498.25","    17498.30","    17362.25","    17447.95","      349186443","         9253.42"
"11-Feb-2020","    17530.55","    17630.70","    17527.60","    17549.95","      360083184","        11236.13"
"12-Feb-2020","    17617.80","    17724.80","    17602.35","    17657.20","      330592133","        11694.78"
"13-Feb-2020","    17683.35","    17699.15","    17523.15","    17584.90","      404804717","        10690.63"
"14-Feb-2020","    17608.70","    17696.55","    17447.75","    17479.85","      453027204","        13194.59"
"17-Feb-2020","    17515.20","    17541.60","    17367.10","    17387.45","      353410513","        11108.03"
"18-Feb-2020","    17360.00","    17367.80","    17201.25","    17330.15","      495374616","        12545.20"
"19-Feb-2020","    17473.20","    17521.25","    17391.55","    17505.55","      344217164","        11336.98"
"20-Feb-2020","    17510.65","    17578.55","    17454.10","    17483.85","      404239788","        14647.00"
"24-Feb-2020","    17383.35","    17391.25","    17160.60","    17182.55","      334408890","        12625.37"
"25-Feb-2020","    17238.65","    17285.85","    17158.85","    17207.55","      299284318","        11158.38"
"26-Feb-2020","    17116.60","    17222.70","    16997.90","    17065.00","      396066894","        13132.34"
"27-Feb-2020","    17036.30","    17038.40","    16841.25","    16980.65","      436433479","        13209.61"
"28-Feb-2020","    16598.65","    16609.85","    16256.10","    16305.85","      522775452","        21697.73"
"02-Mar-2020","    16594.20","    16675.95","    16114.10","    16265.60","      468133125","        16243.61"
"03-Mar-2020","    16389.50","    16530.40","    16264.10","    16458.70","      457442690","        14467.40"
"04-Mar-2020","    16528.95","    16537.45","    16113.40","    16344.15","      533357419","        17073.93"
"05-Mar-2020","    16423.40","    16569.50","    16324.70","    16404.55","     1156671513","        19420.57"
"06-Mar-2020","    15918.85","    16040.85","    15715.00","    15944.10","     1649488422","        19619.72"
"09-Mar-2020","    15557.00","    15577.90","    14943.75","    15189.30","     1217712786","        21407.79"
"11-Mar-2020","    14979.90","    15314.90","    14964.35","    15156.90","      920074089","        21389.93"
"12-Mar-2020","    14552.35","    14555.35","    13718.60","    13851.65","      904472510","        24711.41"
"13-Mar-2020","    13110.60","    14776.70","    12363.55","    14486.45","      919670833","        28740.43"
"16-Mar-2020","    13904.75","    13922.75","    13259.45","    13311.50","      591391989","        19096.03"
"17-Mar-2020","    13422.50","    13497.35","    12699.35","    12785.80","      661390553","        18426.21"
"18-Mar-2020","    12937.10","    13005.25","    11833.50","    11940.10","     1112825416","        28602.59"
"19-Mar-2020","    11302.40","    12257.45","    10978.15","    11770.10","      611884292","        22606.21"
"20-Mar-2020","    11726.60","    12578.80","    11473.90","    12279.65","      787758640","        26594.82"
"23-Mar-2020","    11117.05","    11480.70","    10550.30","    10603.50","      454440332","        15856.93"
"24-Mar-2020","    10875.50","    11190.70","    10401.30","    10855.30","      507614792","        18647.87"
"25-Mar-2020","    10747.65","    11659.00","    10673.70","    11596.20","      499218113","        17921.63"
"26-Mar-2020","    11813.20","    12470.55","    11631.50","    12206.10","      629033532","        23069.40"
"27-Mar-2020","    12690.30","    12902.10","    12077.55","    12273.90","      663069373","        24628.99"
"30-Mar-2020","    11840.10","    12103.90","    11499.45","    11551.05","      430345450","        17623.54"
"31-Mar-2020","    11905.55","    12019.45","    11623.80","    11876.80","      441307704","        17560.57"
"01-Apr-2020","    11848.30","    11859.15","    11290.60","    11337.60","      369155628","        14349.85"
"03-Apr-2020","    11417.20","    11417.75","    10913.60","    10941.05","      450825793","        16295.15"
"07-Apr-2020","    11520.10","    11894.65","    11332.70","    11841.95","      587119494","        21851.74"
"08-Apr-2020","    11713.80","    12393.75","    11668.40","    11785.60","      634650934","        23005.81"
"09-Apr-2020","    12100.80","    12379.10","    12017.55","    12351.85","      451788988","        18148.26"
"13-Apr-2020","    12344.15","    12376.30","    12058.25","    12115.10","      420186877","        15634.54"
"15-Apr-2020","    12439.55","    12439.60","    11821.70","    11906.50","      531233153","        20886.46"
"16-Apr-2020","    11779.45","    12077.35","    11692.80","    11990.60","      529135346","        20137.73"
"17-Apr-2020","    12502.40","    12541.55","    12188.05","    12484.00","      613215453","        23703.60"
"20-Apr-2020","    12713.75","    12719.10","    12531.80","    12562.30","      519741753","        19590.27"
"21-Apr-2020","    12173.80","    12223.60","    12002.90","    12053.00","      423729431","        15821.58"
"22-Apr-2020","    12030.05","    12242.05","    11910.40","    12206.05","      482579381","        17054.89"
"23-Apr-2020","    12292.90","    12579.70","    12178.70","    12535.30","      493154809","        17541.52"
"24-Apr-2020","    12245.15","    12299.30","    12091.85","    12117.10","      434844631","        16438.14"
"27-Apr-2020","    12269.80","    12459.35","    12258.55","    12318.05","      408873180","        16468.36"
"28-Apr-2020","    12490.60","    12638.95","    12371.10","    12595.85","      494814069","        19685.85"
"29-Apr-2020","    12602.00","    13054.75","    12576.95","    12976.05","      552864267","        23624.00"
"30-Apr-2020","    13283.25","    13501.45","    13272.40","    13437.95","      537135135","        21734.49"
"04-May-2020","    12912.20","    12915.35","    12457.40","    12512.40","      425765784","        16649.98"
"05-May-2020","    12718.60","    12756.45","    12321.15","    12346.90","      480380586","        18416.05"
"06-May-2020","    12392.20","    12664.35","    12248.45","    12565.75","      495804215","        19870.81"
"07-May-2020","    12517.70","    12597.15","    12374.45","    12397.45","      390355469","        14839.43"
"08-May-2020","    12623.40","    12623.40","    12373.85","    12397.55","      466591549","        15536.28"
"11-May-2020","    12545.55","    12648.25","    12273.30","    12304.55","      431501476","        15193.69"
"12-May-2020","    12190.00","    12396.70","    12003.65","    12347.10","      501359784","        19102.66"
"13-May-2020","    12864.75","    12873.80","    12587.55","    12644.15","      581168609","        20667.52"
"14-May-2020","    12370.70","    12461.85","    12206.40","    12229.75","      510958059","        18216.65"
"15-May-2020","    12282.00","    12284.25","    12064.10","    12161.65","      347484271","        12939.04"
"18-May-2020","    12174.80","    12174.85","    11618.55","    11641.65","      542819447","        19069.71"
"19-May-2020","    11855.10","    12003.00","    11711.50","    11784.25","      559924882","        21086.68"
"20-May-2020","    11801.75","    12076.80","    11773.80","    12023.90","      439759367","        17566.35"
"21-May-2020","    12033.30","    12166.30","    11973.90","    12001.10","      392233419","        15741.14"
"22-May-2020","    11924.70","    12077.55","    11739.80","    11826.95","      553984765","        21086.32"
"26-May-2020","    11882.40","    11992.60","    11697.75","    11746.50","      428524400","        18851.77"
"27-May-2020","    11829.45","    12323.65","    11736.45","    12290.80","      600277713","        23965.64"
"28-May-2020","    12372.55","    12566.90","    12330.15","    12521.60","      649617576","        23903.28"
"29-May-2020","    12402.20","    12593.15","    12314.15","    12567.35","      724565193","        28276.74"
"01-Jun-2020","    12796.40","    13062.65","    12764.55","    12941.15","      555958697","        23398.08"
"02-Jun-2020","    13012.55","    13279.80","    12933.25","    13248.40","      558820166","        25593.61"
"03-Jun-2020","    13444.55","    13589.50","    13344.80","    13387.25","      634847638","        28476.31"
"04-Jun-2020","    13385.10","    13490.65","    13147.25","    13251.05","      581176479","        24997.38"
"05-Jun-2020","    13319.80","    13487.45","    13210.45","    13426.65","      625915850","        24254.31"
"08-Jun-2020","    13683.00","    13742.75","    13427.70","    13527.05","      702505799","        26294.50"
"09-Jun-2020","    13556.20","    13705.55","    13286.35","    13324.10","      665036926","        25212.76"
"10-Jun-2020","    13351.95","    13506.15","    13296.85","    13453.05","      602028038","        21274.68"
"11-Jun-2020","    13419.85","    13456.65","    13149.20","    13171.80","      704451903","        24866.09"
"12-Jun-2020","    12636.65","    13225.05","    12636.05","    13189.40","      660397448","        25932.52"
"15-Jun-2020","    13122.45","    13133.60","    12809.10","    12891.70","      530600695","        20332.43"
"16-Jun-2020","    13188.95","    13264.40","    12819.35","    13129.30","      589416840","        24180.71"
"17-Jun-2020","    13077.70","    13287.15","    13013.40","    13087.65","      515309857","        20167.85"
