"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"29-Apr-2020","    12664.50","    12721.30","    12581.25","    12611.55","      122280952","         3571.56"
"30-Apr-2020","    12821.20","    13228.65","    12711.20","    13154.70","      203147396","         6473.57"
"04-May-2020","    12825.55","    12919.65","    12689.15","    12726.65","      134222641","         4699.78"
"05-May-2020","    12917.25","    13119.10","    12857.30","    12897.90","      165419674","         4710.95"
"06-May-2020","    12816.95","    12966.40","    12697.60","    12912.40","      189024150","         4763.98"
"07-May-2020","    12852.70","    12867.95","    12748.00","    12829.40","      113190841","         4412.49"
"08-May-2020","    13043.65","    13075.65","    12872.40","    12896.70","      159663041","         7295.51"
"11-May-2020","    13007.50","    13188.85","    12890.25","    12920.15","      136690964","         5904.41"
"12-May-2020","    12859.90","    12919.45","    12584.45","    12664.40","      159531925","         8068.90"
"13-May-2020","    13176.80","    13176.80","    12742.00","    12911.45","      185004435","         5922.35"
"14-May-2020","    12764.35","    12782.40","    12456.25","    12485.95","      189907571","         4631.17"
"15-May-2020","    12547.00","    12687.60","    12440.70","    12615.45","      159142560","         5504.02"
"18-May-2020","    12672.50","    12672.50","    12189.25","    12214.55","      159336474","         5560.24"
"19-May-2020","    12369.00","    12497.20","    12217.55","    12247.70","      164186752","         4046.81"
"20-May-2020","    12233.25","    12551.00","    12190.70","    12508.50","      199424676","         4991.88"
"21-May-2020","    12510.00","    12574.10","    12417.45","    12502.60","      137557603","         3729.92"
"22-May-2020","    12492.50","    12518.35","    12346.70","    12463.55","      131271173","         3619.27"
"26-May-2020","    12534.05","    12610.70","    12474.70","    12519.55","      137032849","         3224.05"
"27-May-2020","    12562.75","    12750.45","    12441.80","    12715.95","      130511227","         3461.67"
"28-May-2020","    12783.50","    12871.60","    12747.10","    12845.00","      146569980","         3955.26"
"29-May-2020","    12794.90","    13117.15","    12737.15","    13060.50","      346891842","         5527.90"
"01-Jun-2020","    13205.90","    13488.50","    13161.30","    13345.60","      204337448","         4641.93"
"02-Jun-2020","    13430.30","    13511.60","    13297.30","    13479.90","      196154909","         3312.89"
"03-Jun-2020","    13595.65","    13666.20","    13478.95","    13519.55","      190324247","         3508.45"
"04-Jun-2020","    13469.10","    13739.50","    13453.60","    13704.60","      209610414","         4448.86"
"05-Jun-2020","    13762.15","    14002.50","    13738.85","    13925.40","      169018609","         4088.02"
"08-Jun-2020","    14234.20","    14328.50","    14099.25","    14140.55","      213915456","         4632.55"
"09-Jun-2020","    14179.00","    14239.75","    13845.00","    13894.90","      143381672","         3354.51"
"10-Jun-2020","    13943.10","    14000.95","    13805.10","    13954.30","      115534279","         2834.91"
"11-Jun-2020","    13917.95","    14037.75","    13709.85","    13745.70","      171450703","         3350.08"
"12-Jun-2020","    13274.50","    13891.15","    13269.40","    13855.75","      169579813","         4366.91"
"15-Jun-2020","    13755.65","    13907.75","    13589.60","    13815.45","      170275260","         5388.23"
"16-Jun-2020","    14062.35","    14080.65","    13597.50","    13780.55","      142436582","         5080.94"
"17-Jun-2020","    13708.85","    13864.05","    13675.80","    13742.95","      149982181","         4637.71"
