"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"20-Apr-2020","     2643.15","     2643.15","     2595.95","     2618.55","      239348596","         6999.88"
"21-Apr-2020","     2569.40","     2573.05","     2521.65","     2565.25","      221096212","         7747.82"
"22-Apr-2020","     2610.00","     2638.45","     2563.25","     2627.35","      315816745","        14622.13"
"23-Apr-2020","     2637.25","     2653.45","     2614.20","     2619.10","      227473990","         8888.96"
"24-Apr-2020","     2598.35","     2664.25","     2585.90","     2614.95","      268814535","        13510.56"
"27-Apr-2020","     2643.75","     2676.45","     2630.15","     2635.20","      185834712","         7629.17"
"28-Apr-2020","     2660.40","     2663.85","     2616.70","     2632.55","      251993317","         9836.32"
"29-Apr-2020","     2652.20","     2675.85","     2641.15","     2664.35","      215814661","         6390.31"
"30-Apr-2020","     2706.25","     2762.90","     2688.55","     2753.15","      342952340","        11509.10"
"04-May-2020","     2684.25","     2697.65","     2656.90","     2666.60","      247913716","         9098.83"
"05-May-2020","     2700.90","     2730.75","     2665.95","     2670.30","      299321905","         9293.52"
"06-May-2020","     2670.05","     2701.90","     2651.80","     2689.85","      305856711","         9102.81"
"07-May-2020","     2680.00","     2686.65","     2663.40","     2677.40","      201811172","         7471.56"
"08-May-2020","     2721.10","     2724.60","     2694.30","     2697.85","      250355500","        10314.09"
"11-May-2020","     2722.05","     2757.10","     2719.65","     2726.55","      250489818","         9443.32"
"12-May-2020","     2712.35","     2721.80","     2669.15","     2700.80","      262931271","        12053.79"
"13-May-2020","     2802.60","     2802.60","     2728.60","     2762.30","      331336986","        11529.85"
"14-May-2020","     2730.90","     2746.15","     2691.50","     2706.85","      294121105","         8670.97"
"15-May-2020","     2722.85","     2736.15","     2695.30","     2729.00","      259833225","         9589.74"
"18-May-2020","     2738.65","     2738.65","     2618.60","     2624.90","      283859035","        10283.66"
"19-May-2020","     2669.55","     2709.00","     2651.50","     2671.20","      328896993","        11761.92"
"20-May-2020","     2674.25","     2731.85","     2667.55","     2721.55","      327608068","        10378.88"
"21-May-2020","     2724.05","     2739.25","     2708.55","     2725.45","      262618012","         9092.26"
"22-May-2020","     2721.05","     2733.55","     2699.90","     2720.15","      223706774","         7425.13"
"26-May-2020","     2722.45","     2742.05","     2717.20","     2724.45","      292004597","        11228.68"
"27-May-2020","     2735.15","     2763.95","     2713.85","     2759.75","      230180238","         7956.15"
"28-May-2020","     2771.55","     2818.45","     2768.20","     2815.10","      256459811","         9299.32"
"29-May-2020","     2800.90","     2852.25","     2792.05","     2845.15","      692023114","        16695.88"
"01-Jun-2020","     2873.85","     2924.50","     2867.70","     2885.90","      398141470","        11373.32"
"02-Jun-2020","     2903.85","     2917.45","     2885.70","     2912.45","      337475401","         8858.13"
"03-Jun-2020","     2944.75","     2950.85","     2916.85","     2922.95","      332505167","         9710.56"
"04-Jun-2020","     2919.85","     2955.60","     2911.45","     2948.80","      355179141","        10429.90"
"05-Jun-2020","     2973.05","     3014.05","     2968.05","     3002.45","      389613323","        11597.11"
"08-Jun-2020","     3053.30","     3054.40","     2994.50","     3002.60","      443160591","        10885.83"
"09-Jun-2020","     3008.85","     3020.30","     2950.95","     2959.55","      295381312","         8189.37"
"10-Jun-2020","     2969.45","     2984.25","     2948.90","     2970.20","      233042022","         7080.73"
"11-Jun-2020","     2967.35","     2974.05","     2903.65","     2908.75","      307283232","         8221.48"
"12-Jun-2020","     2814.20","     2961.45","     2813.10","     2954.20","      314135950","         9671.95"
"15-Jun-2020","     2934.80","     2954.80","     2895.05","     2925.95","      272719111","         9772.06"
"16-Jun-2020","     2977.25","     2980.05","     2885.00","     2918.70","      247088425","         9392.87"
"17-Jun-2020","     2909.85","     2944.55","     2894.60","     2919.25","      239004715","         8383.58"
